id,pharmacyId,name,address,phone1,phone2,weekStart,weekEnd,sourceFile,importedAt
duty-00001,,SANTE,Près de NOPATO,70 44 91 37,,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00002,,AKOFA,Av. Maman N’Danida Amoutivé,22 21 00 97,70 49 96 28,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00003,,CENTRE,"ASSIVITO, face WATT",22 21 83 30,91 03 83 83,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00004,,BON SAMARITAIN,BE PA de SOUZA / Hôpital de BE,22 21 45 30,91 34 41 94,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00005,,ECLAIR,"Rue Avenou, Bè Ahligo, dans le prolongement du Marché de Ahligo",96 80 09 06,,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00006,,DE LA MAIRIE,"39, Avenue Nicolas Grunitzky Nyekonakpoe",22 21 26 39,91 03 21 21,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00007,,DE LA MARINA,"sur la RN2,BD du Mono en face du poste frontière D'Aflao Kodjoviakopé",22 21 48 46,91 01 96 91,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00008,,AVE MARIA,Face ENSF (Ecole Nationale des Sages Femmes) près du CHU Tokoin,22 22 33 01,99 03 20 12,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00009,,LIBERATION,Avenue Libération Prolongée,22 22 25 25,96 80 09 35,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00010,,GBOSSIME,"376, Boulevard de la Kara 08 B.P.: 80859 Lomé-TOGO",22 22 50 50,92 47 61 21,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00011,,KLOKPE,Derrière la Foire Togo 2000,96 80 10 03,90 53 60 52,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00012,,PROVIDENCE,Bd. Jean Paul II,91 14 88 88,99 76 96 96,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00013,,UNIVERS-SANTE,"Bd. GNASSINGBE Eyadéma, Cité OUA face à l'entrée du CHU-CAMPUS",22 61 81 43,93 88 83 31,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00014,,AEROPORT,Rte de l’Aéroport SITO,22 26 21 22,96 51 59 74,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00015,,INTERNATIONALE,"Sise Marché de Hédzranawoé ""Assiyéyé"", Boulevard du Haho",22 26 89 94,71 00 09 09,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00016,,DES LILAS,"123HDN, 07 Route de Kégué Boulevard Jean Paul II prolongé",96 16 55 89,93 48 88 12,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00017,,CHRIST-ROI,Kagomé,22 27 46 66,97 77 12 31,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00018,,MAËLYS,"1688, Bd Malfakassa - Bè Kpota en Face de NETADI",22 27 60 19,70 44 86 79,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00019,,MISERICORDE,"BE-KPOTA à 300M de NISSAN, A côté de la Station MRS",96 80 09 45,,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00020,,DE LA CITE,Boulevard du 30 Août - BP 8461 - LOME - TOGO,22 25 01 25,99 08 15 35,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00021,,EPIPHANIA,"Rue de La Pampa, Carrefour AGBEMADON, ADIDOGOME",70 40 10 52,96 80 10 04,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00022,,BESDA,"Route de Kpalimé , Adidogomé Aménopé 04 BP : 604 Lomé - TOGO",22 51 05 29,70 42 68 25,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00023,,CONSEIL,Carrefour du CEG Sagbado Logoté,93 10 92 92,96 80 21 37,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00024,,DODJI,"Ségbé Akato, immeuble Akato plage non loin de l'Eglise Catholique d'Akato",70 29 16 77,97 74 28 36,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00025,,POINT E,"506, rue 129 Aflao Gakli (Kiniti Gomè), à Djidjolé dans le von de la pharmacie Djidjolé",22 51 91 71,90 37 45 96,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00026,,VERTE,Face Ecole du Parti Klikamé,22 25 03 26,91 98 50 17,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00027,,DELALI,En face de l'hôpital de Cacavéli à 100m entre la Cour d'Appel et le marché de Cacavéli,93 64 53 72,99 29 13 13,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00028,,NATION,Face ancien Marché TOTSI,22 25 99 65,96 80 09 47,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00029,,LAUS DEO,"Rte de Léo 2OOO, face Clinique Besthesda - quartier Adidoadin",22 25 15 05,93 00 65 75,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00030,,VITAFLORE,Agoè Vakpossito à 100 m de la station Shell Agoè Vakpossito,70 40 22 86,,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00031,,MAINA,"Quartier AVEDJI, non loin de Hôpital Source de Vie, à 500m du Carrefour Y",70 43 65 34,96 80 10 15,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00032,,ADOUNI,"Vakpossito-Logogomé, près du carrefour AISED",70 39 39 39,97 08 79 79,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00033,,IRIS,"Amadahomé, Imm. Havon, A 500m de la station CAP, Rue 50m à coté des Casses Auto",91 68 48 04,99 98 00 70,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00034,,NABINE,Sise à Agoè Anomé dit Plateau (Route du Bar Plateau),93 36 26 26,99 01 77 77,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00035,,ADONAÏ,Face Hôtel la Plantation à Agoè-Nyivé,22 50 04 05,,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00036,,TCHEP'SON,Face Terminal du Sahel (Togblékopé),70 42 94 41,96 90 04 64,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00037,,LIDDY,"AGOE-DIKAME, Bernard Copé après la station CAP en face du Camp de tir",70 90 19 60,,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00038,,AMEN,"Marché Adétikopé, près de l'Eglise Catholique Christ-Roi",90 88 55 88,97 18 02 02,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00039,,DIVINA GRACIA,Quartier Agoè-Fiovi Carrefour Bafana-Bafana,93 83 91 00,96 80 10 21,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00040,,LA BARAKA,"Agoè LOGOPE, non loin de l'ECOLE LA BRUYERE A PROXIMITE DU CAMP GP",90 17 49 28,70 41 44 13,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00041,,EXCELLENCE,AGOE Démakpoé Voie CEDEAO,22 50 24 47,93 27 95 54,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00042,,VITAS,Située à Agoè Assiyéyé du côté ouest,22 25 63 43,,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00043,,ZOSSIME,"AGOE - Zossimé, près du marché",22 55 43 52,70 46 26 64,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00044,,SAINT SYLVESTRE,"Zanguéra,Quartier Sanyramé, non loin du rond-point Sanyramé",93 51 51 98,,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00045,,ST PHILIPPE,"SANGUERA, Rte Lomé - Kpalimé près de la Station service OANDO",90 67 33 24,99 99 80 04,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00046,,EVA,"SANGUERA, Klikamé, Non loin du T-OIL",92 16 32 32,,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00047,,NOUVELLE TULIPE,Rte de Mission - Tové; Près de la station CAP Agoè-Légbassito,99 47 00 70,,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00048,,GRATITUDE,Agoè Legbassito Zovadjin non loin du carrefour Avinato,92 18 94 85,,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00049,,DE L'EDEN,"Route d'Aného, face Cité Baguida",70 42 13 98,,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00050,,AVEPOZO,AVEPOZO Be Kome à côté de la place publique 04 BP: 353 Lomé - Togo,22 27 04 86,93 01 73 51,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00051,,PRINCIPALE,Rte d’Aného Kpogan Yovo Kopé,90 82 67 67,99 98 66 66,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00052,,SIKA,"DJAGBLE, Hiheatro à 200m du complexe scolaire la Perseverance rte Akakope-Gbamakope",92 62 06 51,97 10 75 75,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00053,,AJP-ABOLAVE,"Djablé,sur la route d'abolavé, non loin  de l'Institut Scolaire le Souverain",90 41 34 02,90 36 07 53,2026-07-06T00:00:00.000Z,2026-07-13T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00054,,BEL AIR,PRES DE L'EEPT DE AFEGAME (PLAGE) ET DE SUPER RAMCO MARINA (ANCIEN GOYISCORE),22 21 03 21,96 80 08 75,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00055,,MATTHIA,"1048, Avenue de la Libération",22 21 29 64,96 80 10 07,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00056,,STE RITA,"Route pavée, Doulassamé - Face Hôtel SANA",96 80 09 70,72 43 49 39,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00057,,CHÂTEAU-D'EAU,"Av. Augustino de Souza, près  du Château d’eau de BE",71 33 88 88,96 80 08 88,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00058,,OLIVIERS,"01, Rue du Rotary club international angle Bd Felix Houphët-Boigny 08 BP 8480 Lomé 08 TOGO",22 27 04 34,96 80 09 50,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00059,,EMMANUEL,"637, Av. Duisburg Face MIVIP Kodjoviakopé",22 21 30 98,90 09 94 03,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00060,,SOURCE DE VIE,Face Collège Protestant Tokoin Lomé,22 20 27 59,90 88 25 82,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00061,,ST KISITO,Bd. de la Kara près du Bar TAMTAM,22 21 99 63,96 80 09 64,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00062,,THERYA,"Petit contournement, à 500m de la Foire internationale Togo 2000",70 44 81 77,96 80 09 92,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00063,,ST PAUL,Bd. Jean Paul II,96 80 09 67,92 60 51 67,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00064,,LE JOURDAIN,"Boulevard Léopold Sédar SENGHOR, face au CEG Tokoin Wuiti",22 61 56 14,92 38 30 50,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00065,,HEDZRANAWE,Avenu du Grand Seminaire non loin de la banque Atlantique,96 80 09 27,92 51 34 38,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00066,,KOUESSAN,En face du stade de Kégué,96 80 10 01,90 50 48 12,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00067,,J-MIMSHAK,"Rue Tchamba 964, à 50m de la Base SATOM 01 BP : 1391 Hountigomé Lomé - Togo",96 44 31 08,22 61 30 70,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00068,,UNION,"Bd Malfakassa, face crèmerie BAMUDAS - BE KPOTA",22 27 71 64,96 32 97 26,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00069,,LE PROGRES,"Grd contournement, face EPPL Universelle, non loin de la Gendarmerie d'AHADZI-Kpota",70 45 86 55,96 80 10 00,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00070,,ADIDOGOME,Face au camp 2ème RI d'Adidogomé,22 51 18 91,91 05 78 21,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00071,,SILOE,Carrefour Aflao Apédokoè Atigangomé,90 80 26 39,96 80 10 16,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00072,,ACTUELLE,Route de Ségbé; Quartier Sagbado - Adidogomé,90 61 46 44,96 80 09 95,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00073,,SEGBE,"Ségbé qt Zanvi, près de l'EPP et du CEG Ségbé",92 59 49 35,79 30 07 29,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00074,,WASTINE,"Adidogome logoté, à 400m du carrefour logoté sur la route menant au quartier Lankouvi",92 61 17 00,22 51 81 19,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00075,,DJIDJOLE,DJIDJOLE,22 25 65 12,93 93 99 27,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00076,,ST JOSEPH,Bretelle BE KLIKAME,22 25 74 65,96 80 09 65,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00077,,VIGUEUR,"Rue 267, AGBALEPEDOGAN, Kilimandjaro",22 51 63 30,70 44 81 96,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00078,,MILLENAIRE,"Face réserve de la gendarmerie d'Agoè-Nyivé, sur la route de 50m à 300m du côté Nord",70 21 31 97,,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00079,,DIEUDONNE,"AGOE-TELESSOU NON LOIN DE LA STATION 
CAP",70 44 84 59,79 98 33 33,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00080,,OSSAN,"Carrefour AVEDZI, face Ets LA LIMOUSINE",70 40 44 25,,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00081,,APOLLON,"Avédji, Face complexe scolaire Makafui - Non loin du carrefour des hirondelles",93 50 42 55,70 41 01 07,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00082,,YESHUA,"AGOE Vakpossito vers l'Ecole NDE, entre le CMS Mur et le CMS Maranatha",98 77 21 53,98 77 21 50,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00083,,CLEMENCE,"Rte de la Cour d'Appel, entre l'Agence CEET Agoè et l'Ecole privée La Source",70 19 35 35,70 21 26 26,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00084,,ST MICHEL,Située à Agoè-Nyivé entre la Brasserie BB et l'espace Télécom,22 51 70 22,70 43 30 43,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00085,,LE ROCHER,"Agoè zongo, sur la route national N°1, près du terrain de jeu de golf",92 30 06 56,99 08 05 01,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00086,,ZILIDJI,Derrière le marche d'agoè zongo,92 61 66 08,,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00087,,EL NOUR,AGOE - Alinka non loin du CMS Togblekopé,97 79 93 74,,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00088,,ASSURANCE,"Adétikopé, National N°1, non loin du marché",93 08 76 76,96 82 76 76,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00089,,KOBOYO,"DAVIE, rte de la Nationale No 1 avant le péage de Davié en face de la Station Sanol",93 70 48 12,93 70 34 78,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00090,,DENIS,"AGOE Kové, Carrefour Kpogli",93 08 46 40,96 74 03 80,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00091,,ABRAHAM,AGOE - Logopé Kossigan,22 50 10 00,92 25 99 83,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00092,,ALTA,AGOE Anonkui Route Mission Tové en face du Centre Culturel Loyola,22 25 94 47,70 08 46 46,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00093,,LA MAIN DE DIEU,AGOE ASSIYEYE non loin de l'église des Assemblées de Dieu (Temple Galilée),93 40 21 21,,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00094,,GANFAT,AGOE DALIKO près du Carf EDEM (CAMP GP),22 55 08 15,70 22 15 15,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00095,,ZOPOMAHE,"ZOPOMAHE, sur la route Zossimé - Sanguera à côté de la salle des témoins de Jehovah",96 28 34 10,98 80 68 83,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00096,,EL-SALI,"Rte Lomé-Kpalimé, Aflao Apédokoè Gbomamé, à 50 m de la quaincaillerie MACO",97 53 44 44,70 12 44 44,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.136Z
duty-00097,,MAWULOM,Agoè Nyivé quartier Athiémé Carrefour kponsé,99 34 97 97,70 17 87 87,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.137Z
duty-00098,,A DIEU LA GLOIRE,"Marché de Légbassito, à côté de la Poste, sur le grand contournement",93 26 36 00,,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.137Z
duty-00099,,OBSERVANCE,"SOGBOSSITO, en face de la station Total Energies à Côté du Camp BIR",22 50 48 60,70 74 22 22,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.137Z
duty-00100,,HYGEA,Face Lycée publique de Baguida sur la rte d'Afanoukopé,99 27 36 36,93 33 99 66,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.137Z
duty-00101,,VERSEAU,Près de la maison Bateau Baguida,90 01 90 29,92 05 23 49,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.137Z
duty-00102,,HELENE,Aveta face au marché d' Aveta,96 98 15 15,92 66 09 08,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.137Z
duty-00103,,LUMEN,"DJAGBLE, En face de l’EPP (Plakomé)",70 41 68 36,,2026-07-13T00:00:00.000Z,2026-07-20T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.137Z
duty-00104,,JEANNE D'ARC,Près de Marox-Renault-Star,22 22 08 01,90 86 40 51,2026-07-20T00:00:00.000Z,2026-07-27T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.137Z
duty-00105,,ETOILES,10 Av. Nouvelle Marche,22 21 88 47,96 27 05 05,2026-07-20T00:00:00.000Z,2026-07-27T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.137Z
duty-00106,,AMESSIAME-BE,Marché de Bè,96 32 97 60,70 49 96 29,2026-07-20T00:00:00.000Z,2026-07-27T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.137Z
duty-00107,,DES APÔTRES,"49, Bd Moboutou Sese Seko, Akodésséwa, non loin du Centre de Formation CAMA",70 45 38 05,,2026-07-20T00:00:00.000Z,2026-07-27T00:00:00.000Z,TDG Pharmacies 2026-2027.xlsx,2026-07-02T22:53:58.137Z
